gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,chromatin_change,change_score,combined_score
ACSS3,5299.92885126445,0.618809610953545,0.624145324722805,0.991451167608073,0.321465325816493,0.70259656437923,Het-Tx,4,2.3094048054767726
CRPPA,199.681820934523,-0.501971169366541,0.506376977179859,-0.991299352040341,0.321539429304912,0.702682477525452,Tx-Het,-4,-2.2509855846832707
GPR39,116.907635043899,-0.410634982537411,0.418414621699848,-0.981406865919668,0.32639214167542,0.705122946206151,Tx-Het,-4,-2.2053174912687057
KLB,3374.76001922283,0.539385861166578,0.555042537507637,0.97179193434189,0.331154069244843,0.708888745855376,ReprPCWk-Tx,2,1.2696929305832891
LRRC20,1897.27276894285,0.593626518012801,0.611793242908757,0.970305777145261,0.331894098490627,0.709645454634008,ReprPC-Tx,3,1.7968132590064005
TAF1B,192.121548465573,0.238870836834612,0.246200887452738,0.970227359072648,0.331933176287842,0.709653874140692,Het-Tx,4,2.119435418417306
SH3RF2,798.889878629367,0.616365789898779,0.637500046484219,0.966848227381323,0.333619911224123,0.711227077712568,ReprPCWk-Tx,2,1.3081828949493894
TRAF3,402.274360242281,0.39131521959846,0.405534373820075,0.964937240491669,0.334576247241751,0.712063484489052,Het-Tx,4,2.19565760979923
S1PR1,1345.27731088745,-0.400913340838455,0.417393506757286,-0.960516477491791,0.336795342099192,0.713552447932563,Tx-ReprPCWk,-2,-1.2004566704192274
C7orf50,1797.34983401747,0.540814876187949,0.563562473965198,0.959636067289581,0.337238410143954,0.713615654511716,Het-Tx,4,2.2704074380939745
RNF13,2050.3922767004,-0.214043226713065,0.22369493345969,-0.956853261728593,0.338641324584227,0.713897820891135,Tx-Het,-4,-2.1070216133565327
VNN1,8761.33269952627,-1.11003398090173,1.16052662031825,-0.956491614640715,0.338823918821952,0.713897820891135,Tx-Het,-4,-2.555016990450865
HSD17B6,33076.2514518181,-0.843531453456512,0.883388411521843,-0.954881728642254,0.339637510631603,0.714923861497313,Tx-ReprPCWk,-2,-1.421765726728256
CDK19,448.552978124076,-0.306247363503288,0.320933594313906,-0.954239035517566,0.339962659534148,0.715094612992012,Tx-Het,-4,-2.153123681751644
FRY,1282.04791539172,0.391501172103943,0.410962608318909,0.952644265388096,0.340770341223989,0.715667329556828,ReprPCWk-Tx,2,1.1957505860519715
FMNL2,449.541445224623,0.599932555554463,0.631717172914085,0.94968536756251,0.342272146949815,0.716786437087456,ReprPCWk-Tx,2,1.2999662777772314
TTPA,4831.06254060369,-0.474003251261359,0.49964842189956,-0.948673568224825,0.342786661255165,0.717031115858741,Tx-Het,-4,-2.2370016256306795
RTTN,333.959059865997,-0.478311040214696,0.504452011859076,-0.948179467957632,0.343038097808036,0.717222733743998,Tx-Het,-4,-2.239155520107348
DPYSL3,490.870043197887,0.444955297969601,0.470028844843249,0.946655301799594,0.343814454092861,0.718196678817512,ReprPCWk-Tx,2,1.2224776489848006
RNF217,713.7484544477,-0.510971220923399,0.541780866502233,-0.94313264368721,0.345613060473898,0.720009064147682,Tx-Het,-4,-2.2554856104616996
TEK,541.212871708652,-0.4881726805288,0.52047167720764,-0.937942835137302,0.348273788306015,0.721998031780864,Tx-ReprPCWk,-2,-1.2440863402644
MMS22L,110.212941595578,0.542960136259308,0.578912871536949,0.937896120391674,0.348297797144698,0.721998031780864,Het-Tx,4,2.271480068129654
SMIM14,13629.5755750715,-0.469231845482125,0.500211196780515,-0.93806745731047,0.348209744432932,0.721998031780864,Tx-Het,-4,-2.2346159227410625
FSD1L,34.415763101192,0.470539185591029,0.501839973852312,0.937627949362012,0.348435642821768,0.722078789818944,Het-Tx,4,2.2352695927955146
HAS3,47.0644712225347,0.43662276731157,0.467139335700759,0.934673520174852,0.349956577349814,0.723193529772689,ReprPCWk-Tx,2,1.218311383655785
HERC2,1481.77527280279,0.297121053364605,0.317916567357567,0.93458814000853,0.350000593432485,0.723193529772689,Het-Tx,4,2.1485605266823025
FLNA,5619.51683629377,0.327640112308672,0.351072773327294,0.933254120515989,0.350688777359218,0.723639887340302,ReprPCWk-Tx,2,1.163820056154336
PDE5A,115.271780311799,-0.469531650580581,0.508726312297109,-0.922955308642189,0.35603049571475,0.729212561963425,Tx-Het,-4,-2.2347658252902907
SLC12A8,473.963798481476,-0.703894295935798,0.764182744161678,-0.921107289209969,0.356994414974202,0.730150112457364,Tx-ReprPCWk,-2,-1.351947147967899
LTBP4,2407.95751692943,-0.61645711074496,0.670523646093554,-0.919366698454881,0.35790380167271,0.730973632158211,Tx-ReprPCWk,-2,-1.30822855537248
ADGRG2,509.19650819638,0.964960523840645,1.04988739790656,0.919108587992144,0.358038777724426,0.731101427314943,ReprPCWk-Tx,2,1.4824802619203226
ZNF454,4.11042944853538,-0.672917832737211,0.733974615607082,-0.916813495219627,0.359240379695401,0.732370226927985,Tx-Het,-4,-2.3364589163686054
NUP210,1428.43439718986,0.330003561478646,0.360589586967499,0.915177735036455,0.360098331190232,0.733231074650809,Het-Tx,4,2.165001780739323
TBL1X,1902.18954299893,0.404508028072111,0.44260008299494,0.913935725757051,0.360750619961171,0.733601092557002,Het-Tx,4,2.2022540140360554
ULK4,143.283288718409,0.510302309723345,0.558925923208585,0.913005263369947,0.36123977335162,0.733927285999594,ReprPCWk-Tx,2,1.2551511548616725
PHTF2,302.336828463651,0.295154493785194,0.323959820343994,0.911083644483403,0.362251303395368,0.734724459411836,Het-Tx,4,2.147577246892597
DAD1,4088.45364757047,0.36229513002158,0.403468457544167,0.897951557915577,0.369211375867642,0.738678792911336,Het-Tx,4,2.18114756501079
ZNF557,176.819799425011,0.278770332898245,0.311367447656224,0.895309818019355,0.370621493385227,0.739814278829166,Het-Tx,4,2.1393851664491224
PTPRH,1365.34635981864,0.783978010675415,0.87597394703296,0.894978684389932,0.37079848264286,0.739944872980316,ReprPC-Tx,3,1.8919890053377075
HERC5,2064.40364418785,-0.876793890209321,0.980262892418105,-0.894447700704504,0.37108240025361,0.740102600302215,Tx-ReprPCWk,-2,-1.4383969451046605
ZNF518B,167.795549072152,-0.500310241927877,0.564683687715124,-0.886000875910334,0.375617055207272,0.742811048757428,Tx-ReprPCWk,-2,-1.2501551209639385
RALGAPA1,415.710091741948,0.382190973942233,0.433445612552336,0.881750703835041,0.377911635039606,0.744265485005374,Het-Tx,4,2.1910954869711166
ARSG,104.282408775784,0.614372327097197,0.700635231148771,0.876879008910047,0.380552358783957,0.746443692107511,ReprPCWk-Tx,2,1.3071861635485984
TJP1,2444.63597670647,0.380893165772369,0.434763432383508,0.876092921808522,0.380979520394279,0.746616342975495,Het-Tx,4,2.1904465828861843
ZNF287,27.0363808113365,-0.434798437099802,0.496460486617374,-0.875796662212324,0.38114058492415,0.746787048854489,Tx-Het,-4,-2.217399218549901
ATL2,2229.61820593366,-0.171607781633654,0.198388058711307,-0.865010639997117,0.387032948898144,0.751117663174901,Tx-Het,-4,-2.085803890816827
MPV17,589.96250735625,0.284667287518419,0.331529912629722,0.858647369887126,0.39053509520091,0.754506481161616,ReprPCWk-Tx,2,1.1423336437592095
TNFAIP2,1389.53883590066,-0.448051173823838,0.52299412114091,-0.8567040349257,0.391608472841382,0.755857125970727,Tx-ReprPC,-3,-1.724025586911919
NEK4,648.159213643673,0.416261537619657,0.486296998456459,0.85598212397136,0.392007667317137,0.756266224825142,Het-Tx,4,2.2081307688098284
HERC3,4.29266775912509,-0.669508609151059,0.78250377498743,-0.855597928791862,0.392220216001388,0.756308882028832,Tx-Het,-4,-2.3347543045755295
NYNRIN,627.596069379149,-0.465278540264999,0.548880327281589,-0.847686676200183,0.39661248851483,0.758563747105224,Tx-ReprPCWk,-2,-1.2326392701324995
ADAMTSL2,2051.64097305669,-0.634899438091697,0.749217403623397,-0.847416831244402,0.396762826232588,0.758627653452671,Tx-ReprPCWk,-2,-1.3174497190458485
SLC36A4,227.667999556671,-0.348072864693845,0.412611638247155,-0.843584699095056,0.398901517417697,0.760366388506873,Tx-Het,-4,-2.1740364323469223
ARHGEF26,2092.78526184191,-0.794364111380412,0.944658424587636,-0.84090089148061,0.400403458963327,0.761037668423496,Tx-Het,-4,-2.397182055690206
PNPLA6,2092.69582380272,0.470184748915137,0.560780329210359,0.838447292859237,0.401779537831395,0.761671412672538,Het-Tx,4,2.2350923744575684
IL12RB2,37.6687461228275,-0.512155729181098,0.613631925906301,-0.834630187183746,0.403925960094099,0.762505586474137,Tx-ReprPCWk,-2,-1.256077864590549
CYRIA,351.132549533599,-0.503240512836866,0.61058309027297,-0.824196609525962,0.409827853203472,0.766127325321126,Tx-ReprPCWk,-2,-1.251620256418433
BIVM,610.875921707086,-0.321814132924374,0.390552933213552,-0.823996200147365,0.409941717046149,0.766163543390372,Tx-Het,-4,-2.1609070664621868
ABCD3,5746.26288516966,-0.251842372622706,0.306323684181071,-0.822144632061294,0.410994586279414,0.767172166550769,Tx-Het,-4,-2.125921186311353
ZNF665,8.98781131416783,-0.518756706772971,0.634416355557458,-0.817691256268359,0.413533504448666,0.768304910679082,Tx-Het,-4,-2.2593783533864853
P3H3,198.02673302353,0.56643779884618,0.699555055703365,0.80971153625165,0.418105986129787,0.771023505409721,ReprPCWk-Tx,2,1.28321889942309
TUBA1A,750.060491711694,0.462522288439188,0.571211338801693,0.809721826267461,0.418100070711674,0.771023505409721,ReprPCWk-Tx,2,1.231261144219594
EPSTI1,1633.64601283977,-0.716856445094102,0.889844088345822,-0.805597805820909,0.420474791186682,0.772585607134478,Tx-ReprPCWk,-2,-1.358428222547051
ZNF701,53.039918154111,-0.434767456834946,0.545766924853676,-0.796617451582488,0.425673238857881,0.776485507969913,Tx-Het,-4,-2.217383728417473
YTHDF3,3332.30251349614,0.193133632403274,0.242853548963315,0.795267902106911,0.426457680625745,0.777123132936222,Het-Tx,4,2.096566816201637
ASGR2,46350.5954963323,0.391219799414697,0.49247865123272,0.794389357661367,0.426968797795508,0.777277363634567,ReprPC-Tx,3,1.6956098997073485
ABCA6,5557.97101518813,-0.358601826284577,0.455628518114255,-0.787048685558029,0.431253366634596,0.780575638528494,Tx-Het,-4,-2.1793009131422885
TRMT9B,99.3662058972493,-0.578801738579302,0.739110905919373,-0.783105395880116,0.433565222801725,0.782470927120719,Tx-ReprPCWk,-2,-1.289400869289651
BRIP1,165.546424261397,0.455301283064971,0.583572130287717,0.780197098926734,0.435274869678616,0.784014983335681,Het-Tx,4,2.2276506415324855
APOE,359871.117021769,0.488021248121066,0.629034495312745,0.775825891517173,0.437851794235826,0.785688100352195,ReprPCWk-Tx,2,1.244010624060533
GLI3,43.1419626670191,-0.454877487695018,0.586989650259149,-0.77493272239842,0.438379415141903,0.785826028024958,Tx-ReprPCWk,-2,-1.227438743847509
CYP1B1,481.871763355329,-0.309455582003536,0.399503793412067,-0.774599858891325,0.438576140721431,0.785826028024958,Tx-ReprPCWk,-2,-1.154727791001768
RBM43,454.370866184805,-0.371010250355131,0.480139962387697,-0.772712707582446,0.439692424388414,0.786375836666369,Tx-Het,-4,-2.1855051251775657
GIN1,192.036884843942,-0.193485363989408,0.250573199750766,-0.772171023005888,0.440013141446278,0.786505893762181,Tx-Het,-4,-2.096742681994704
WWP2,1693.44654529652,0.238197754434202,0.308515953979557,0.772075970016078,0.440069433637373,0.786505893762181,Het-Tx,4,2.119098877217101
KANTR,175.925362981741,0.458772979608399,0.594637789298328,0.771516691109979,0.44040073291883,0.786711451515045,ReprPCWk-Tx,2,1.2293864898041995
DSCAML1,23.0852152288814,-0.612661230912447,0.798753267028351,-0.767021877972113,0.443068507897293,0.787454665347534,Tx-ReprPCWk,-2,-1.3063306154562235
PRLR,1128.50408590645,0.342675919078614,0.447216884008323,0.766241014890298,0.443532908047213,0.787670356631953,ReprPCWk-Tx,2,1.171337959539307
LGALSL,518.411994347264,0.214937888678893,0.281841245167048,0.762620419702939,0.445689803048887,0.788442885447855,ReprPCWk-Tx,2,1.1074689443394465
KCNAB3,7.21017255501189,-0.580569618493325,0.761856167254587,-0.762046227945435,0.446032414156242,0.788442885447855,Tx-ReprPC,-3,-1.7902848092466626
MYCN,32.8282142674397,0.611931258061275,0.813000453730684,0.752682554177251,0.451640695906612,0.791559793218746,ReprPC-Tx,3,1.8059656290306374
AADAC,18455.6802925186,-0.282066815468636,0.37840555253232,-0.745408764699732,0.456024646957307,0.793504889307498,Tx-Het,-4,-2.141033407734318
CPE,1256.85570645893,0.476742734349042,0.651563682022295,0.73169015938603,0.464357704098779,0.798782268677584,ReprPCWk-Tx,2,1.238371367174521
ST3GAL1,8024.68629908464,0.49594938101547,0.678006649595018,0.731481588435316,0.464485046429252,0.798928145788611,Het-Tx,4,2.247974690507735
ZNF599,110.566426391901,0.225728855671711,0.309299669194902,0.729806327498754,0.465508576219915,0.799472269581232,Het-Tx,4,2.1128644278358557
AUH,981.239244083662,0.301869068098187,0.41450666639953,0.728261069285734,0.466453788783852,0.800293343765169,Het-Tx,4,2.1509345340490933
FAM120C,335.811190993159,0.232238129049508,0.318958522018778,0.728113886343616,0.466543874035521,0.800293343765169,ReprPCWk-Tx,2,1.116119064524754
ADGRA2,473.55156344164,-0.423095516697425,0.5820447477273,-0.726912352270988,0.467279649769361,0.8009173437478,Tx-ReprPC,-3,-1.7115477583487124
TNFRSF10A,249.421391117951,0.417704954099466,0.576574154073956,0.724460073605533,0.468783330538988,0.80147979683668,Het-Tx,4,2.208852477049733
ANKRD50,751.793885553625,0.308684086338975,0.433422385597251,0.712201530416136,0.476339989404069,0.805970463508626,Het-Tx,4,2.1543420431694873
CCDC158,73.8216862489338,-0.495854759373414,0.697487101161091,-0.71091602776306,0.477136273284413,0.806243754415631,Tx-Het,-4,-2.247927379686707
A2M,262586.894287007,0.614277819104236,0.865717278207038,0.709559384533077,0.477977413628902,0.806681753989275,ReprPCWk-Tx,2,1.307138909552118
SNTB1,6036.95233221489,0.3068743204893,0.434281413241878,0.706625499347315,0.479799238293808,0.80790719370955,Het-Tx,4,2.15343716024465
DHX32,546.285528193983,-0.434698082678626,0.615337788750466,-0.706438139548271,0.479915709707628,0.807927455614001,Tx-Het,-4,-2.217349041339313
NDUFA10,5187.36291425117,0.250607644992786,0.355111385862624,0.705715600709389,0.480365017220834,0.808414293564562,Het-Tx,4,2.125303822496393
GTF2I,520.267229931237,0.380275795667974,0.541524516729664,0.70223190995028,0.482534548541439,0.809771082582214,Het-Tx,4,2.190137897833987
RABL3,861.046201947735,-0.141812810491929,0.202414568227935,-0.700605750531932,0.483549088689015,0.810463428174508,Tx-Het,-4,-2.0709064052459647
CEP164,417.6554336,0.156341277733428,0.223668465224552,0.698986679130064,0.484560355685496,0.810678346695438,Het-Tx,4,2.078170638866714
LRRC61,513.746992565994,0.256579295573005,0.368281361041589,0.696693676941285,0.485994516724377,0.81145426855978,ReprPCWk-Tx,2,1.1282896477865025
FNDC3B,3001.8168415348,0.2164220272102,0.312121619195495,0.693390056632526,0.488064800617676,0.813384157727373,Het-Tx,4,2.1082110136051
NEK11,50.1070567890914,-0.344423698639091,0.499392413793052,-0.689685484052666,0.490391996349405,0.814552735539674,Tx-ReprPCWk,-2,-1.1722118493195455
CCND2,228.143390967839,-0.245855640322998,0.357153677764044,-0.688374936700007,0.491216702753975,0.814558204198343,Tx-ReprPC,-3,-1.622927820161499
ZNF805,210.968482551371,0.243581221281445,0.35434127924638,0.687419828137153,0.491818206182504,0.814721407091762,Het-Tx,4,2.1217906106407227
MOB4,524.405715744926,0.182979571270825,0.266280817905963,0.687167677753808,0.491977070098795,0.814775092369878,Het-Tx,4,2.0914897856354124
SGPP1,1140.91096147437,-0.232422149337847,0.338363995796936,-0.686899765415148,0.492145894784016,0.814775092369878,Tx-Het,-4,-2.1162110746689233
TSPAN6,5746.7813124385,0.245420022986924,0.360763003961838,0.680280461942502,0.496326893318573,0.817192598027442,ReprPC-Tx,3,1.622710011493462
SMOX,330.469008746427,0.547925498003007,0.807240398183081,0.678763722970587,0.497287582913488,0.817544996494455,Het-Tx,4,2.2739627490015035
ADCK1,298.977161709148,0.313742147591797,0.463389781634944,0.677058839072462,0.498368623132034,0.817772749712675,Het-Tx,4,2.1568710737958985
ZFP28,45.0584675754645,-0.323486081229637,0.478283521627122,-0.676347953885463,0.498819753259245,0.818094821509906,Tx-Het,-4,-2.1617430406148186
HIRA,407.482205048334,0.227438802030832,0.337479455465105,0.673933770923572,0.500353420619832,0.818985032372954,Het-Tx,4,2.113719401015416
GANC,413.343726325594,-0.193021187738384,0.287058942989984,-0.672409595492447,0.501322975789938,0.819744117550683,Tx-Het,-4,-2.096510593869192
GMPR,483.488586931132,-0.530461686031506,0.790129905882292,-0.671360091653752,0.50199116193672,0.820136842918215,Tx-ReprPCWk,-2,-1.265230843015753
NTN4,1230.71672805841,-0.453788489246887,0.683323115802908,-0.66409064577551,0.50663229676553,0.822500196754035,Tx-Het,-4,-2.2268942446234434
TTC23,625.046794221942,0.247735468431618,0.374255612068137,0.661941893302899,0.508008461815111,0.82284495399071,Het-Tx,4,2.123867734215809
PARP3,885.503784121971,-0.186796691509438,0.283134113990422,-0.659746326137715,0.509416632489924,0.823531455425748,Tx-ReprPCWk,-2,-1.093398345754719
RNF144A,148.010671581705,0.264104002585354,0.402044822330759,0.656901887342496,0.511244004600528,0.824125722726212,ReprPCWk-Tx,2,1.132052001292677
MAP2K6,638.269475397296,-0.475995280223052,0.727437473161114,-0.654345284350821,0.512889377047044,0.825068037434041,Tx-Het,-4,-2.237997640111526
LDB2,653.182902289333,-0.288995858229172,0.443159349170777,-0.652126280918884,0.51431971139463,0.825948657418143,Tx-Het,-4,-2.144497929114586
ZNF397,496.655323865308,0.23533840797009,0.360897433978195,0.652092217381374,0.514341684361999,0.825948657418143,Het-Tx,4,2.117669203985045
SRGAP2B,34.6579768996141,0.440049439671628,0.674426068710582,0.652479878947959,0.514091648887107,0.825948657418143,Het-Tx,4,2.220024719835814
SLITRK3,75.0898540946495,-1.47499839307716,2.2772997276517,-0.647696205803418,0.517181458753468,0.826761621113456,Tx-ReprPCWk,-2,-1.73749919653858
APP,19003.8312983578,-0.43711096956936,0.675626053682812,-0.646971748923364,0.517650227813886,0.827249058376309,Tx-Het,-4,-2.2185554847846802
SEMA3G,336.376874599848,0.331821675516136,0.514858770353523,0.644490673215675,0.519257303717209,0.828463891444125,ReprPCWk-Tx,2,1.165910837758068
TMPRSS2,2544.81873158058,-0.341328551513582,0.530141746021208,-0.643843941880266,0.519676636081929,0.828520538854864,Tx-ReprPCWk,-2,-1.170664275756791
ZGPAT,140.370616299256,0.260643518639476,0.406307348377554,0.641493489301301,0.521202109606299,0.829315837023259,Het-Tx,4,2.130321759319738
VDR,68.017008847225,-0.342160636865814,0.533724198383163,-0.641081363562563,0.52146982176147,0.829349744091423,Tx-ReprPCWk,-2,-1.171080318432907
ZFYVE9,782.02315902759,0.229800651229441,0.359481167418006,0.639256439718378,0.52265612115813,0.83012507800145,ReprPCWk-Tx,2,1.1149003256147205
WRAP53,259.48013194197,0.234355470252521,0.370157400227429,0.633123828156699,0.526652782948013,0.832935464925611,ReprPCWk-Tx,2,1.1171777351262604
SPACA6,28.2370499090793,0.40375696281233,0.638749984236996,0.632104849747478,0.527318366391932,0.833237333567085,ReprPCWk-Tx,2,1.201878481406165
FBLIM1,498.062084057069,0.376636319361182,0.597993581952507,0.629833380705237,0.528803603284473,0.833467344387273,ReprPCWk-Tx,2,1.188318159680591
ZNF286A,43.434583051926,0.292638692576378,0.464517725291985,0.629983909424409,0.528705111800504,0.833467344387273,Het-Tx,4,2.146319346288189
PKDCC,426.362215488538,0.398554325146418,0.64070417966228,0.622056696050428,0.533904588138446,0.836997605764316,ReprPC-Tx,3,1.699277162573209
VPS13D,1864.67019734425,-0.166053013834298,0.268436398947661,-0.618593508500591,0.536184179377584,0.83764104078577,Tx-Het,-4,-2.083026506917149
SLC15A3,1621.09925921928,-0.400720584904735,0.647183426528732,-0.619176215704505,0.53580027855703,0.83764104078577,Tx-ReprPCWk,-2,-1.2003602924523675
BTBD8,141.531755017476,-0.291963436900761,0.474702691960441,-0.615044830891947,0.538525114343633,0.83811755743898,Tx-Het,-4,-2.1459817184503804
ANKRD13C,549.044484123708,-0.206075819693567,0.335690896878275,-0.613885635892866,0.539290902771582,0.838307613593051,Tx-Het,-4,-2.1030379098467833
MICAL3,880.290804131142,0.313263858316578,0.514822202764814,0.608489409808314,0.542862927655068,0.840632682364461,ReprPCWk-Tx,2,1.156631929158289
RCOR2,9.9895689888722,0.438113612700021,0.723459114529873,0.605581716922208,0.544792546090231,0.840880882627042,ReprPCWk-Tx,2,1.2190568063500105
PADI2,32.1418778607178,0.363652056570215,0.602096912471155,0.603975953103126,0.54585962977872,0.841007559349009,ReprPC-Tx,3,1.6818260282851074
ZNF470,219.362669222902,-0.344196336993625,0.569996984823296,-0.60385641706566,0.545939106897197,0.841007559349009,Tx-Het,-4,-2.1720981684968126
CWF19L2,425.757876777438,-0.205343539916878,0.341300999757883,-0.601649394705985,0.547407541950077,0.841508358809607,Tx-Het,-4,-2.102671769958439
IGF2BP3,9.20071309617485,0.614007080073091,1.02641056662541,0.598208066087821,0.549701110019193,0.84226122964086,ReprPC-Tx,3,1.8070035400365456
NHLRC2,1260.47713249434,-0.235338667472539,0.393405802614662,-0.598208429841212,0.549700867335667,0.84226122964086,Tx-Het,-4,-2.1176693337362695
VPS35L,1158.61036210158,-0.171404875150634,0.288052506171479,-0.595047331574319,0.551811832961167,0.843335853386618,Tx-ReprPCWk,-2,-1.085702437575317
ZNF354C,48.3615815992148,-0.411824845625998,0.694670716041539,-0.592834613747231,0.553291840411525,0.844321993171254,Tx-Het,-4,-2.205912422812999
DEPDC1B,41.0071451909086,0.418431230961557,0.708253704374576,0.590792859080141,0.554659220212133,0.844810540175278,Het-Tx,4,2.2092156154807787
DUSP4,108.131046348796,-0.327602058235429,0.560563721890618,-0.584415375883625,0.558940884449817,0.846988156484134,Tx-ReprPCWk,-2,-1.1638010291177145
BCAR1,2103.46005254601,0.189159520101302,0.32425684462219,0.583363229608007,0.559648805578215,0.847375575816382,ReprPCWk-Tx,2,1.094579760050651
SLC19A1,1366.75352496153,0.309275291992771,0.531413077161526,0.58198660380118,0.560575704278346,0.847611944559926,Het-Tx,4,2.1546376459963854
ZNF79,142.407363596626,0.155739000617403,0.26862676773421,0.579759798068586,0.562076611627047,0.848429417131939,Het-Tx,4,2.0778695003087013
CDH15,58.3311753856126,0.701303436836489,1.21348294380154,0.577926076685908,0.563314028977316,0.849275417179024,ReprPCWk-Tx,2,1.3506517184182445
NRAP,295.893380152503,-0.414834830910116,0.726996083969926,-0.570614945605781,0.568260685196237,0.851077466132266,Tx-ReprPCWk,-2,-1.207417415455058
FBXO27,260.374767927734,-0.368453688667096,0.647574750324018,-0.568974760802112,0.56937326826958,0.85154900440981,Tx-Het,-4,-2.184226844333548
KAT14,726.271549088564,-0.163471289365083,0.289301757966131,-0.56505460082348,0.572036626589117,0.852503850193138,Tx-Het,-4,-2.0817356446825417
HAUS2,358.082757683372,0.140895976351598,0.250630454658235,0.562166224147526,0.57400277145011,0.853806153161504,Het-Tx,4,2.070447988175799
SLFN11,240.809105371129,-0.213101302599348,0.379238406837921,-0.561919095632166,0.574171142668708,0.853806153161504,Tx-ReprPCWk,-2,-1.1065506512996741
KCNS3,153.257623050974,-0.360124309584175,0.644264998748967,-0.558969228940676,0.576182720790335,0.854874307304746,Tx-ReprPCWk,-2,-1.1800621547920875
SYCP3,5.63898515798249,0.519790002187546,0.932043746465271,0.557688417693723,0.577057168069383,0.855566368780646,Het-Tx,4,2.259895001093773
COL4A4,249.370435365747,-0.442005671135357,0.794744276245067,-0.556160873814284,0.578100883825071,0.856485023024526,Tx-ReprPCWk,-2,-1.2210028355676785
WNK3,740.213180124071,-0.329851933405734,0.593757579942356,-0.555533006311695,0.578530140429952,0.856826981957113,Tx-Het,-4,-2.164925966702867
CDC5L,2176.21299850884,0.168777131952404,0.308549895582137,0.547001098911326,0.5843779771518,0.859085083882376,Het-Tx,4,2.084388565976202
ZNF283,60.2173691785489,0.320678670473914,0.593150213894501,0.540636525052237,0.588758137301892,0.860905841923952,Het-Tx,4,2.160339335236957
ZNF28,158.924319918391,-0.475844583374441,0.881886859895763,-0.539575545360416,0.589489785172641,0.86127787968826,Tx-Het,-4,-2.2379222916872203
ZNF438,300.685548020175,-0.238107691663442,0.444637197090123,-0.535510059036244,0.592297203730307,0.86249051657968,Tx-ReprPC,-3,-1.619053845831721
SPATA20,2449.48110618085,0.296810910142044,0.554694305484864,0.535089160294513,0.592588205134432,0.862524091747297,ReprPCWk-Tx,2,1.148405455071022
RB1,948.530858030578,-0.222049339697208,0.414987609722666,-0.535074625108934,0.592598255657031,0.862524091747297,Tx-Het,-4,-2.111024669848604
SORCS2,259.361937545337,-0.459423173770264,0.860807457537105,-0.533711888468927,0.593540882703753,0.862963148034722,Tx-ReprPCWk,-2,-1.229711586885132
RASGRP2,299.563935053979,-0.277639177455758,0.521730828568227,-0.532150224317157,0.594621954373333,0.863079134939258,Tx-ReprPC,-3,-1.638819588727879
NAA60,2940.43817370407,0.168759566213311,0.317468719708801,0.531578564238098,0.595017914421618,0.863308196116429,Het-Tx,4,2.0843797831066553
CMC1,791.074051851247,0.127766838289817,0.241069287067791,0.530000481786335,0.596111596750254,0.86375171409636,Het-Tx,4,2.0638834191449087
GGT5,2294.71050969281,-0.390069903280457,0.739030376107468,-0.527813085755672,0.597629073799958,0.864302430921667,Tx-Het,-4,-2.1950349516402285
ZNF275,1498.61864832,0.201404593174877,0.383720544647846,0.524873103575189,0.599671408022786,0.865124810178439,Het-Tx,4,2.1007022965874387
VWA8,2160.2945373683,-0.216077960858176,0.411670364481464,-0.524881020110217,0.599665904357445,0.865124810178439,Tx-Het,-4,-2.1080389804290878
ZNF699,54.9975948119011,-0.298522218196584,0.571119308884743,-0.522696770276468,0.601185286160819,0.865695803857943,Tx-Het,-4,-2.149261109098292
SLC30A10,5500.80235995724,0.217102211653914,0.417030200740919,0.520591101719247,0.602651649381692,0.866427818618762,ReprPCWk-Tx,2,1.108551105826957
OAS1,5505.27942637074,-0.389671998919427,0.754919335009187,-0.516177001764943,0.605730791402586,0.867421708686218,Tx-Het,-4,-2.1948359994597135
FNIP1,1087.45563020479,0.148606141534592,0.291049939117849,0.510586403092906,0.609640698762136,0.869040298687184,Het-Tx,4,2.074303070767296
ZNF175,168.154080285646,0.225616518649013,0.443907348315322,0.508251371609982,0.611277068234955,0.869866430628298,Het-Tx,4,2.1128082593245066
PHKA2,1670.46336611352,0.183637678090242,0.362826732794142,0.506130506636161,0.61276503588524,0.87017719567558,Het-Tx,4,2.091818839045121
FGF1,48.9747101045654,0.410524323729416,0.825149253828373,0.49751523354683,0.618825763163693,0.873379431622809,ReprPCWk-Tx,2,1.205262161864708
PYCR1,168.892110622308,0.375714239067344,0.755795075426161,0.497111255793106,0.619110597638666,0.873608893112029,ReprPCWk-Tx,2,1.187857119533672
CPPED1,3239.75030266809,0.239869967427134,0.483805307201791,0.495798545109979,0.620036551457028,0.874332281661838,Het-Tx,4,2.119934983713567
TENT5C,798.844216282165,-0.301956515687012,0.611396089495688,-0.493880351665451,0.621390681645035,0.875393855473814,Tx-ReprPCWk,-2,-1.150978257843506
ACSM2B,15759.4521233312,-0.210621650509963,0.427511205655946,-0.492669309537274,0.622246266351773,0.875598375694097,Tx-Het,-4,-2.1053108252549815
GAS2,790.602349538639,-0.246706935094307,0.501143343442443,-0.492288161306569,0.622515648055501,0.875598375694097,Tx-Het,-4,-2.1233534675471537
DOCK11,225.452195703274,0.299479678798256,0.61090167954295,0.490225659589467,0.623974225355553,0.876236665117544,ReprPCWk-Tx,2,1.149739839399128
