Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
prerank,GO_Biological_Process_2021__positive regulation of phospholipase C activity (GO:0010863),-0.4646601891538388,-1.5839189912504754,0.0,0.11347721748064928,1.0,15/40,13.51%,ADRA1A;HTR2A;AVPR1A;NTRK3;NTF3;P2RY12;NTRK2;ESR1;PDGFRA;ITK;NMUR1;LPAR2;RASGRP4;SELE;PLCB2
prerank,Elsevier_Pathway_Collection__Glycolysis,-0.5693853207993609,-1.5836641926892834,0.022988505747126436,0.11335814720878014,1.0,4/17,6.88%,GCK;HK3;ENO3;ALDOB
prerank,GO_Biological_Process_2021__neuron differentiation (GO:0030182),0.4633873046838416,1.582880136938239,0.009302325581395349,0.48325600141298514,1.0,27/136,10.18%,OLIG3;EN1;ISL2;LHX3;POU3F2;IRX6;SPINK5;VAX2;IRX3;FOXN4;BRSK2;WNT4;NEUROD1;WNT9B;EN2;LHX9;WNT8B;LHX4;IRX5;VSX1;EMX1;TENM2;ACSL4;VXN;MYO7A;MANF;IL1RAPL1
prerank,Reactome_2022__Glucagon-type Ligand Receptors R-HSA-420092,0.5780327846294856,1.5828099583867339,0.041916167664670656,0.4803910188664182,1.0,4/30,0.68%,GNG4;GLP1R;GHRHR;GCG
prerank,GO_Biological_Process_2021__positive regulation of morphogenesis of an epithelium (GO:1905332),0.6202286553543677,1.5822745942371572,0.02531645569620253,0.4791694922598191,1.0,8/22,10.75%,PAX2;SIX1;SIX4;MDK;BMP4;FGF2;LBX2;SOX8
prerank,Elsevier_Pathway_Collection__Proteins Involved in Otitis Media,-0.49404251594531157,-1.5820100771000498,0.0273972602739726,0.11437828342666316,1.0,12/29,11.86%,MUC5AC;IL10;PTGS2;TNF;IL1B;CCL5;CCL3;ALB;IL6;SPN;MBL2;CXCL8
prerank,Elsevier_Pathway_Collection__IL17 Signaling in Psoriasis,-0.48407373426765,-1.5819635523987126,0.0125,0.11414250829992423,1.0,18/36,23.65%,CSF3;MMP1;FOS;MAP2K1;CXCL2;CCL2;CXCL8;IL17RC;HBEGF;CSF2;SPI1;CXCL1;MAPK10;MAP2K3;MAP2K6;JUN;MAP3K5;MAP2K4
prerank,WikiPathway_2021_Human__Canonical and non-canonical Notch signaling WP3845,0.6018042333533916,1.5818363608471395,0.031446540880503145,0.4775870962753408,1.0,9/26,20.43%,DLK1;DNER;LEF1;NOTCH3;JAG2;MFAP2;NOTCH4;DLL4;HEY1
prerank,TRRUST_Transcription_Factors_2019__STAT5A mouse,-0.5202644133346391,-1.5804558676093496,0.047058823529411764,0.11521277584893655,1.0,10/22,14.87%,CSF3;SFTPB;IL10;DPF3;SOCS2;PCK1;PDK4;PRF1;CLNK;CSF2
prerank,TRRUST_Transcription_Factors_2019__HNF4A human,-0.467407280093791,-1.5800026888517678,0.016666666666666666,0.11524781827787095,1.0,17/42,17.38%,GCK;CYP2B6;CYP2C8;FABP2;UGT2B7;APOA1;CYP2C9;AKR1C4;SHBG;MMP7;NR1I2;ABCG8;CYP3A4;ABCG5;MTTP;LIPC;UGT1A7
prerank,GO_Biological_Process_2021__positive regulation of chemokine production (GO:0032722),-0.4340204572051881,-1.579649371543173,0.031746031746031744,0.11526841648070489,1.0,23/46,19.69%,IFNG;TNF;CHIA;IL1B;TLR3;FFAR2;IL18;EGR1;IL6;IL33;TLR4;CLEC7A;TLR2;TSLP;SYK;CSF1R;LGALS9;HMOX1;AIF1;TWIST1;WNT5A;C5;OAS3
prerank,Reactome_2022__Mitotic Anaphase R-HSA-68882,0.4588867721327359,1.5789219995233343,0.0,0.4845460119568254,1.0,114/223,38.98%,DYNC1I1;CENPF;CENPA;SKA1;KIF2C;PLK1;BUB1B;CENPE;NUF2;CDC20;BIRC5;CCNB2;UBE2C;SPC24;BUB1;TUBA4B;PSMD4;CENPI;CENPM;AURKB;KIF18A;NDC80;TUBB8;UBE2S;CDCA5;PTTG1;CDK1;TUBB8B;CDCA8;SPC25;TUBA4A;CCNB1;KNTC1;TUBA3E;CENPU;LMNA;ERCC6L;PSMB4;CENPL;SGO2;ZWINT;TUBA8;TUBB2B;LBR;CENPK;SPDL1;SGO1;TUBA3D;NUP37;DSN1;ANAPC11;B9D2;PPP2R5A;AHCTF1;RPS27;NUP62;CENPP;NUP133;DYNLL1;EMD;RANGAP1;ANAPC7;PSMB3;LMNB1;ITGB3BP;PSMD14;INCENP;UBA52;MAD2L1;TUBB2A;PSMB5;NUP155;CENPH;VPS4A;PSMD2;NUP160;PSMA1;SMC3;UBE2I;PSMD10;CHMP2A;PSMC4;PSMC3;TUBA1A;TUBA1B;NUP188;DYNC1H1;HDAC8;CENPT;CENPQ;BANF1;PSMC5;SMC1A;ESPL1;PPP2R1A;SEM1;PSMB6;CDC23;KIF2A;PSMD8;NDE1;NUP205;TUBB6;STAG2;PSME2;TUBB4B;PMEPA1;XPO1;PSMD13;PSMB7;PSMA7;LEMD2;RAN;ANAPC1
prerank,Reactome_2022__Negative Regulation Of FGFR3 Signaling R-HSA-5654732,0.5762857611929169,1.5787454746976888,0.026881720430107527,0.4820962479745218,1.0,5/25,7.62%,FGF20;FGF13;FGF17;SRC;FGF23
prerank,GO_Biological_Process_2021__positive regulation of peptidyl-threonine phosphorylation (GO:0010800),0.6060778767279499,1.5777385560976713,0.01744186046511628,0.48267744290473374,1.0,5/24,7.17%,CEMIP;STOX1;CHI3L1;PLK1;SPHK1
prerank,Reactome_2022__Assembly Of Collagen Fibrils And Other Multimeric Structures R-HSA-2022090,0.5395099313413887,1.5776172385994844,0.021505376344086023,0.4801193167062865,1.0,24/55,21.01%,COL2A1;COL7A1;COL15A1;COL9A1;ITGA6;COL10A1;COL4A1;COL4A5;COL8A1;COL1A1;LOXL2;COL11A1;COL4A2;LOXL1;TLL2;COL1A2;COL5A1;LOX;LAMA4;PLEC;MMP9;MMP3;COL11A2;COL27A1
prerank,WikiPathway_2021_Human__Complement and Coagulation Cascades WP558,-0.45498424006121096,-1.5766741391849861,0.017543859649122806,0.11766526756559621,1.0,35/58,25.66%,CR2;C9;F9;KLKB1;C7;C6;CR1;SERPINA5;PLG;C1QC;C1R;CFI;C1QB;SERPING1;CLU;KNG1;F13B;LMAN1;F3;PLAUR;F7;C3AR1;C1S;SERPINF2;C1QA;CD55;MASP1;SERPIND1;F2;THBD;C3;CFD;C4B;CPB2;PROS1
prerank,TRRUST_Transcription_Factors_2019__NR5A1 mouse,0.6319968642350602,1.5765987845686023,0.04790419161676647,0.4806627067268128,1.0,7/18,13.28%,INHA;CYP17A1;WNT4;NR5A1;AMH;LHB;POU5F1
prerank,GO_Biological_Process_2021__cartilage development (GO:0051216),0.5403029990733486,1.5757710013977126,0.016129032258064516,0.4809433472952888,1.0,10/48,6.72%,COL2A1;HMGA2;HOXD3;OSR2;OSR1;CHI3L1;GDF5;HES5;BMP4;FGF2
prerank,GO_Biological_Process_2021__regulation of interleukin-6 production (GO:0032675),-0.39177152327320575,-1.5752971333439156,0.0,0.1184035180476381,1.0,52/102,24.09%,EREG;IL10;IFNG;TNF;SIGLEC16;IL1B;BPI;CD200R1;POU2AF1;NLRP12;PTPN22;TLR3;LILRA2;SCIMP;LILRA5;IL6;TLR8;IL33;NCKAP1L;TLR4;CLEC7A;TLR2;SPHK2;TSLP;IL16;SYK;POU2F2;PLCG2;MYD88;LILRB4;LGALS9;LILRB2;NLRC3;AFAP1L2;SLAMF1;AIF1;TWIST1;WNT5A;MAPK13;NOD2;INAVA;XBP1;TMEM106A;CYBA;TYROBP;APP;IFIH1;SIRPA;F2RL1;DDX58;ORM1;TLR1
prerank,Reactome_2022__Formation Of Senescence-Associated Heterochromatin Foci (SAHF) R-HSA-2559584,0.6677013461755803,1.5752830437555767,0.04678362573099415,0.47973669250469014,1.0,10/15,28.26%,HMGA2;H1-5;H1-2;H1-4;HMGA1;UBN1;H1-0;LMNB1;EP400;CDKN1A
prerank,Reactome_2022__RHO GTPases Activate PKNs R-HSA-5625740,0.5367338201569646,1.5746127593766117,0.02185792349726776,0.47919799389509504,1.0,19/52,16.80%,H3C13;H2AC19;H2BC13;CDC25C;H2AC20;H2BC17;H2BC21;H2BC9;H2BC15;H2BC11;RNASE1;H2BC12;H2BC4;H4C15;H2AC6;PDPK1;H2BC5;H2AX;RHOC
prerank,WikiPathway_2021_Human__Acute viral myocarditis WP4298,-0.39733262325804203,-1.5744156020667852,0.0,0.11903893526462594,1.0,27/84,19.88%,IL10;IFNG;CD4;TNF;CD80;TLR3;CCR5;CASP1;IL6;FYN;CD40LG;RAC2;IL12B;TLR4;PIK3R1;AKT1;SGCA;CASP6;CXCR4;PTCRA;ITGB2;CASP7;BCL2;AIF1;SGCD;NOD2;DMD
prerank,Reactome_2022__Formation Of A Pool Of Free 40S Subunits R-HSA-72689,0.48934513891051445,1.5733247453899453,0.010256410256410256,0.4809480581617329,1.0,82/96,47.77%,RPL8;MRPL13;RPL30;RPLP1;RPS27;RPS21;RPLP2;EIF3E;RPS5;EIF3K;RPL28;RPS14;RPSA;RPL26L1;RPL39;EIF3D;UBA52;RPLP0;RPS15;RPS2;RPL31;RPS19;RPL36;RPL37A;RPL37;RPL7;RPS4X;RPS20;RPL27;RPL38;RPL35;EIF3H;RPL10A;RPS8;RPS12;EIF3B;RPL22L1;RPL35A;RPS3A;RPS7;RPS11;RPL36A;RPL7A;FAU;RPS3;RPL18A;RPL32;RPS24;EIF3G;RPL3L;RPL29;RPL23;RPL5;RPL14;RPS16;RPL13A;RPL41;RPL9;EIF3M;RPS28;RPS23;RPL27A;RPL23A;RPL18;RPL12;RPS9;EIF3C;RPL6;EIF3F;RPS15A;RPL4;EIF3L;RPL19;RPL39L;RPS6;RPL26;RPS27A;RPS4Y1;RPL34;RPS13;EIF3A;RPL3
prerank,Reactome_2022__Meiosis R-HSA-1500620,0.5151671011534772,1.5729220188186426,0.014778325123152709,0.4797010190445098,1.0,22/71,16.39%,H3C13;H2AC19;SMC1B;SYCE1;H2BC13;MSH4;MSH5;H2AC20;H2BC17;H2BC21;H2BC9;H2BC15;H2BC11;H2BC12;H2BC4;H4C15;H2AC6;LMNA;SERPINA2;HSPA2;H2BC5;H2AX
prerank,WikiPathway_2021_Human__Photodynamic therapy-induced NF-kB survival signaling WP3617,-0.5044029957772536,-1.5726337874788257,0.014285714285714285,0.12034901488349717,1.0,13/33,14.87%,PTGS2;TNF;IL1B;MMP1;CXCL2;IL6;CD40LG;BCL2A1;CXCL8;REL;SELE;VCAM1;CSF2
prerank,Reactome_2022__Senescence-Associated Secretory Phenotype (SASP) R-HSA-2559582,0.5105654539899264,1.5725296895054865,0.015306122448979591,0.478138161150631,1.0,19/69,12.73%,H3C13;H2AC19;H2BC13;CDKN2A;H2AC20;H2BC17;UBE2C;H2BC21;H2BC9;CDKN2C;H2BC15;CCNA2;UBE2S;H2BC11;H2BC12;CDKN2B;H2BC4;H4C15;H2AC6
prerank,Elsevier_Pathway_Collection__B-Cell Receptor -> NFATC Signaling,-0.5457780497852619,-1.5724356536629585,0.0449438202247191,0.12020158383101553,1.0,10/18,23.52%,CD79A;CD40LG;BTK;SYK;PLCG2;LILRB3;CD19;NFATC2;CD40;CD22
prerank,KEGG_2021_Human__Viral carcinogenesis,0.4553214986214804,1.5717891668618604,0.004219409282700422,0.47807436656705143,1.0,46/184,16.35%,PIK3R2;H2BC7;H2BC13;H2BC18;H4C12;H2BC6;H2BC8;CDKN2A;H4C8;H4C14;ATP6V0D2;H4C5;CDC20;HDAC4;H2BC17;SRC;H2BU1;H2BC21;CCNE1;H2BC9;CCR3;H2BC15;CCNA2;CCNE2;IKBKG;H2BC11;CDK1;H2BC12;CDKN2B;HDAC11;H4C9;H2BC4;H4C15;NFKB2;CREB3L1;SCRIB;KAT2A;MAPKAPK2;SCIN;H4C4;H4-16;H2BC5;HRAS;HDAC5;CREB3L4;CHEK1
prerank,MSigDB_Oncogenic_Signatures__MEK UP.V1 DN,-0.3690866762936384,-1.5706947978646926,0.0,0.12120710399175112,1.0,66/165,27.57%,ASCL1;TCN1;EGR3;PRKAR2B;TFPI2;AGL;ID2;OASL;S100A8;NPY1R;MSMB;AK4P3;ARMCX3;CALCR;GALC;AMIGO2;CYP26B1;RASGRP1;DDX60;PGR;USP18;WIPF1;MAFB;ARMCX1;PLBD1;PTER;BCL2;SEC24D;CBR4;ZNF43;ASS1;AUTS2;DLC1;KIF5C;UBE2L6;MPDZ;OAS3;LIN7C;OAS2;MYB;IFIT1;SMAD7;JAK2;GDAP1;INPP4B;IFIH1;HSPA4L;JMJD1C;HSPB8;IGF1R;ANXA9;BAZ2B;DDX58;OAS1;TRIM14;IRF9;MYLK;ATF3;ELOVL6;IFI44;TM4SF1;SP110;CALB2;SP100;HERC6;MOCOS
prerank,WikiPathway_2021_Human__DNA Replication WP466,0.5535710747443803,1.5705183844289226,0.010869565217391304,0.4794418346232398,1.0,18/42,23.30%,CDC6;CDC7;CDC45;MCM2;CDT1;MCM6;PRIM1;RFC4;ORC1;MCM10;POLD1;MCM3;MCM5;MCM4;GMNN;MCM7;POLA1;POLA2
prerank,GO_Biological_Process_2021__negative regulation of leukocyte cell-cell adhesion (GO:1903038),-0.5595727478842035,-1.5701789848616732,0.011235955056179775,0.12140867087173739,1.0,9/18,22.96%,LAX1;PTPN22;TIGIT;VTCN1;AKT1;TNFAIP8L2;ASS1;ADTRP;LAPTM5
prerank,Elsevier_Pathway_Collection__Celiac Disease,-0.4519471165114263,-1.569908098694348,0.0,0.1214414569892414,1.0,19/48,16.88%,IFNG;CD4;TLR3;IL15;MAP2K1;CTLA4;CD3E;CD3G;REL;CD247;TLR4;TLR2;LAT;MYD88;CXCR3;FCER1G;CD86;HP;ZAP70
prerank,TRRUST_Transcription_Factors_2019__REL mouse,-0.5566826046593738,-1.5697168172857143,0.021052631578947368,0.12127882888726861,1.0,7/21,11.02%,FOXP3;IFNG;TNF;IL1B;CCL5;CCL2;IL12B
prerank,GO_Biological_Process_2021__acetylcholine receptor signaling pathway (GO:0095500),0.6678577345886711,1.5692440870880546,0.01282051282051282,0.4808945935663758,1.0,6/17,10.87%,LYPD1;LY6H;CHRNB2;CHRM4;CHRNA3;CHRM5
prerank,Elsevier_Pathway_Collection__Proteins Involved in Systemic Scleroderma,-0.4553389622506062,-1.5692090733541793,0.016129032258064516,0.12127003878082872,1.0,18/44,13.92%,IL10;CXCL10;IFNG;TNF;IL1B;MMP1;HGF;PTPN22;PDGFRA;CXCL12;CCL2;IL6;CD40LG;TBX21;CCR2;CXCL8;CCL22;CD226
prerank,Elsevier_Pathway_Collection__IL6/IL12 Signaling Activates Immune System in Multiple Sclerosis,-0.5669133583504888,-1.5685148493391936,0.03296703296703297,0.12155271896202463,1.0,6/18,11.02%,CXCL10;CXCL11;IFNG;CXCL9;IL6;IL12B
prerank,GO_Biological_Process_2021__positive regulation of lymphocyte activation (GO:0051251),-0.4936682211351804,-1.568036505305478,0.04285714285714286,0.12155713919172728,1.0,15/34,14.86%,TNFSF11;FGF10;IGLL5;IGLL1;SIRPB1;SIRPG;PRKCQ;CCL2;IL6;IL12B;CCR2;LCK;NCKAP1L;CLEC7A;SH3KBP1
prerank,Elsevier_Pathway_Collection__Single Strand Nucleotide Excision DNA Repair Suppression in Cancer,0.6494754499846181,1.5678684372605987,0.03821656050955414,0.4833802404110344,1.0,1/19,0.15%,HMGA2
prerank,GO_Biological_Process_2021__response to nutrient levels (GO:0031667),0.6801996482643083,1.5674578056726143,0.024844720496894408,0.4820223820307915,1.0,4/15,12.23%,UCN2;PRKAA2;KCNB1;CD68
prerank,Elsevier_Pathway_Collection__NF-kB non-Canonical Signaling,-0.5046564653130708,-1.5670615539014454,0.031746031746031744,0.12204485626755618,1.0,11/28,16.76%,TNFSF11;TNFRSF17;TNF;TNFRSF13B;CXCL12;CD40LG;TNFRSF11A;REL;TNFSF13;TNFRSF13C;TNFSF13B
prerank,Reactome_2022__Mitotic Metaphase And Anaphase R-HSA-2555396,0.45733225453339277,1.566437359702669,0.0,0.4825564257149261,1.0,114/224,38.98%,DYNC1I1;CENPF;CENPA;SKA1;KIF2C;PLK1;BUB1B;CENPE;NUF2;CDC20;BIRC5;CCNB2;UBE2C;SPC24;BUB1;TUBA4B;PSMD4;CENPI;CENPM;AURKB;KIF18A;NDC80;TUBB8;UBE2S;CDCA5;PTTG1;CDK1;TUBB8B;CDCA8;SPC25;TUBA4A;CCNB1;KNTC1;TUBA3E;CENPU;LMNA;ERCC6L;PSMB4;CENPL;SGO2;ZWINT;TUBA8;TUBB2B;LBR;CENPK;SPDL1;SGO1;TUBA3D;NUP37;DSN1;ANAPC11;B9D2;PPP2R5A;AHCTF1;RPS27;NUP62;CENPP;NUP133;DYNLL1;EMD;RANGAP1;ANAPC7;PSMB3;LMNB1;ITGB3BP;PSMD14;INCENP;UBA52;MAD2L1;TUBB2A;PSMB5;NUP155;CENPH;VPS4A;PSMD2;NUP160;PSMA1;SMC3;UBE2I;PSMD10;CHMP2A;PSMC4;PSMC3;TUBA1A;TUBA1B;NUP188;DYNC1H1;HDAC8;CENPT;CENPQ;BANF1;PSMC5;SMC1A;ESPL1;PPP2R1A;SEM1;PSMB6;CDC23;KIF2A;PSMD8;NDE1;NUP205;TUBB6;STAG2;PSME2;TUBB4B;PMEPA1;XPO1;PSMD13;PSMB7;PSMA7;LEMD2;RAN;ANAPC1
prerank,Elsevier_Pathway_Collection__Dendritic Cells Function in Psoriasis,-0.466821851485162,-1.5658667284889491,0.05063291139240506,0.12266792844374015,1.0,14/39,14.75%,TNF;IL1B;IL27;S100A8;TNFSF10;TNFSF15;IL6;TLR8;IL12B;TLR4;AKT1;CAMP;VCAM1;MYD88
prerank,WikiPathway_2021_Human__Tryptophan catabolism leading to NAD+ production WP4210,-0.55810277974865,-1.5658205362020698,0.047619047619047616,0.12240849599166935,1.0,7/16,14.28%,NMRK2;AADAT;TDO2;HAAO;KYNU;KMO;NMRK1
prerank,GO_Biological_Process_2021__ceramide biosynthetic process (GO:0046513),0.5606984381815849,1.565777843024206,0.023121387283236993,0.4820524946280614,1.0,6/38,3.62%,TLCD3B;ST8SIA3;B4GALNT1;CERS1;ALOX12B;SPTSSB
prerank,GO_Biological_Process_2021__cellular zinc ion homeostasis (GO:0006882),-0.49633932035277073,-1.565243302217231,0.03125,0.12246561188408599,1.0,13/26,12.30%,MT1G;MT1HL1;MT1F;MT1H;MT1M;MT1E;SLC39A5;MT1X;SLC39A12;MT1A;SLC39A14;LCK;MT1B
prerank,GO_Biological_Process_2021__insulin secretion (GO:0030073),0.6562226406086974,1.5652127624478849,0.01910828025477707,0.48125848519908676,1.0,5/18,3.45%,MAFA;PTPRN2;PTPRN;NEUROD1;GAL
prerank,Reactome_2022__DNA Strand Elongation R-HSA-69190,0.5845534476085049,1.5645077609857212,0.034482758620689655,0.48153273504683286,1.0,17/31,26.45%,CDC45;MCM6;PRIM1;RFC4;POLD1;MCM3;MCM5;MCM4;DNA2;FEN1;POLR1A;MCM7;POLA1;POLA2;GINS4;GINS1;GINS2
prerank,Elsevier_Pathway_Collection__Macrophage M1 Lineage,-0.4538870098623816,-1.5624626981837033,0.016129032258064516,0.12445053681104257,1.0,16/51,15.75%,CXCL10;IFNG;CD4;TNF;IL1B;CCL5;CXCL9;IL15;MAP2K1;IL6;IL12B;TICAM2;MYD88;CSF2;CD86;TNFRSF1B
prerank,GO_Biological_Process_2021__regulation of innate immune response (GO:0045088),-0.4336469647409139,-1.5605532747415305,0.028169014084507043,0.1258937994658847,1.0,20/61,22.37%,EREG;GBP5;ACOD1;CCL5;TKFC;PTPN22;FPR2;CD1D;TLR8;SH2D1B;FCGR2B;FGR;USP18;NLRC3;SLC15A4;ADAM8;IFI16;NMI;RIOK3;DHX58
prerank,Reactome_2022__Listeria Monocytogenes Entry Into Host Cells R-HSA-8876384,0.638880964368205,1.5603185468329859,0.023809523809523808,0.4947918439930487,1.0,2/19,6.66%,SH3GL3;SRC
prerank,WikiPathway_2021_Human__Metapathway biotransformation Phase I and II WP702,-0.36438844101547335,-1.5601708313371403,0.0,0.12592843199142978,1.0,49/165,14.14%,CYP26A1;GSTA2;CYP2C19;UGT2A1;AKR1D1;CHST4;UGT1A5;CYP2A7;NAT2;NDST3;CYP2A13;CYP2B6;GLYATL2;GSTZ1;HS6ST3;FMO1;CYP39A1;CYP2C8;HS3ST3A1;GLYAT;GSTA1;SULT1A2;CYP4F2;UGT1A9;UGT2B7;CYP3A7;GLYATL1;CYP1A2;CYP3A43;GSTT2B;HS3ST6;CYP2C18;CYP8B1;CYP2C9;AKR1C4;GSTM5;SULT1C2;UGT2B28;CYP4F12;AKR7A3;CYP4X1;CYP26B1;CYP4F3;SULT1C4;CYP3A4;CYP4V2;INMT;UGT2A3;EPHX2
prerank,Reactome_2022__Glucuronidation R-HSA-156588,-0.5432253355554315,-1.5597000342625598,0.012987012987012988,0.1260986473134521,1.0,11/22,17.38%,UGT2A1;UGT1A5;UGT1A9;UGT2B7;UGP2;UGT2B28;UGT2B10;SLC35D1;UGT2A3;UGT2B15;UGT1A7
prerank,GO_Biological_Process_2021__regulation of tyrosine phosphorylation of STAT protein (GO:0042509),-0.42262367017419644,-1.5596130061580054,0.0,0.12587531477404212,1.0,19/56,16.73%,ERBB4;IFNL1;IFNG;GHR;TNF;CCL5;IL18;IL15;CTF1;IL6;OSM;IL12B;FLT3;HCLS1;TSLP;IGF1;CSF2;CSF1R;PTK6
prerank,GO_Biological_Process_2021__interferon-gamma-mediated signaling pathway (GO:0060333),-0.429134266682229,-1.5591775438382578,0.0,0.12590974148540698,1.0,36/66,27.54%,IRF4;IFNG;OASL;NCAM1;IFI30;CAMK2B;HLA-DQA2;TRIM34;IRF8;TRIM22;HCK;GBP1;VCAM1;MT2A;HLA-DQA1;TRIM5;PTAFR;HLA-DQB2;OAS3;OAS2;HLA-DRB5;HLA-DRA;JAK2;STAT1;TRIM31;IRF2;HLA-DPA1;OAS1;TRIM21;HLA-DPB1;IRF9;HLA-DRB1;IFNGR1;SP100;IRF1;HLA-DQB1
prerank,MSigDB_Hallmark_2020__Wnt-beta Catenin Signaling,0.5389074593422585,1.5590239239848152,0.015873015873015872,0.49682819860660454,1.0,12/42,15.88%,NKD1;DKK1;DKK4;LEF1;AXIN2;TCF7;HDAC11;JAG2;KAT2A;DVL2;WNT6;HDAC5
prerank,GO_Biological_Process_2021__positive regulation of fatty acid metabolic process (GO:0045923),-0.5669449128751296,-1.5589903111428547,0.0625,0.12568793676067694,1.0,6/17,11.37%,SLC45A3;NR4A3;APOA4;APOA1;PPARGC1A;APOA5
prerank,Elsevier_Pathway_Collection__T-Cell Independent B-Cell Activation,-0.4382086868783453,-1.5587909659730275,0.01639344262295082,0.12562853386195383,1.0,26/54,23.77%,CR2;TNFRSF17;FOS;CD79A;MAP2K1;TNFRSF13B;PRKCB;FCGR2B;BTK;CARD11;TICAM2;TLR4;AKT1;TNFSF13;SYK;PLCG2;VAV1;TNFRSF13C;TNFSF13B;INPP5D;CD19;NFATC2;JUN;PIK3AP1;CD81;C3
prerank,Reactome_2022__FRS-mediated FGFR3 Signaling R-HSA-5654706,0.661182073336268,1.5587315685075547,0.05063291139240506,0.49512028436794114,1.0,6/15,20.14%,FGF20;FGF13;FGF17;FGF23;HRAS;FGF18
prerank,Elsevier_Pathway_Collection__CD46/CD55/CD59 Inhibit Complement Mediated Lysis of Cancer Cells,-0.596591610450578,-1.558357623679891,0.01098901098901099,0.12570354188618194,1.0,10/15,24.41%,C9;C7;C6;C1R;C8A;C1S;C5;CD55;C3;C4B
prerank,MSigDB_Oncogenic_Signatures__ATM DN.V1 DN,-0.36354018161071455,-1.557824712188099,0.0,0.125885237146564,1.0,27/119,10.76%,CEACAM6;HHLA2;GRM8;SRD5A2;FCN2;PRSS21;CHIA;PLSCR2;KCNE1;CD69;MAG;KIR3DL2;CXCL3;CYP1A2;NTRK2;ANGPT4;GPR65;EPHA1;LILRA2;PPARGC1A;RASSF9;ZFP36L1;WNT2;TFEC;STK17B;CLEC4E;CYBB
prerank,GO_Biological_Process_2021__limb development (GO:0060173),0.5857063672085635,1.5572135811711971,0.05952380952380952,0.49766875223468576,1.0,9/28,14.21%,TBX4;DKK1;RSPO2;LRP4;ZNRF3;KREMEN2;COMP;KREMEN1;KAT2A
prerank,GO_Biological_Process_2021__inner ear morphogenesis (GO:0042472),0.6086660552898984,1.5566311452187083,0.025157232704402517,0.4971954300651835,1.0,3/20,1.28%,PAX2;SIX1;EPHB2
prerank,GO_Biological_Process_2021__DNA packaging (GO:0006323),0.6481381985091843,1.5564914661720177,0.04790419161676647,0.494812428900812,1.0,9/18,22.72%,BANF2;H1-5;H1-2;NAA10;H1-4;CHAF1B;CHAF1A;H1-0;AIFM1
prerank,Elsevier_Pathway_Collection__Mucin Hyperproduction in Goblet and Mucous Cells,-0.4372477436187815,-1.5562619181173045,0.015625,0.12716066879134594,1.0,13/52,15.75%,IL13RA2;MUC5AC;MUC5B;TNF;IL1B;IL1RAP;MAP2K1;TGFA;TICAM2;TLR4;TLR2;MYD88;TNFRSF1B
prerank,Elsevier_Pathway_Collection__Majeed Syndrome,-0.5022703389165811,-1.5560696122086273,0.02666666666666667,0.12705838083695858,1.0,14/29,21.42%,TNF;IL1B;FOS;CASP1;NLRP3;CCL2;IL6;TICAM2;TLR4;TLR2;MYD88;MGLL;MAP2K3;JUN
prerank,GO_Biological_Process_2021__positive regulation of T cell cytokine production (GO:0002726),-0.5641391312330657,-1.5559010958643553,0.03333333333333333,0.12693000658851805,1.0,7/20,9.64%,IL1B;IL18R1;IL18;XCL1;RSAD2;NLRP3;IL6
prerank,TRRUST_Transcription_Factors_2019__CREB1 mouse,-0.4919103835115737,-1.5557160798062684,0.024390243902439025,0.1267889851828606,1.0,13/28,18.51%,IL10;PTGS2;NOCT;FOS;ESR1;PPARGC1A;NFKBIZ;MITF;PRKCE;CLDN11;CFTR;BCL2;TWIST1
prerank,Reactome_2022__Separation Of Sister Chromatids R-HSA-2467813,0.46528657699416104,1.5554651695631967,0.0045662100456621,0.4958119551650908,1.0,76/165,36.11%,DYNC1I1;CENPF;CENPA;SKA1;KIF2C;PLK1;BUB1B;CENPE;NUF2;CDC20;BIRC5;UBE2C;SPC24;BUB1;PSMD4;CENPI;CENPM;AURKB;KIF18A;NDC80;UBE2S;CDCA5;PTTG1;CDCA8;SPC25;KNTC1;CENPU;ERCC6L;PSMB4;CENPL;SGO2;ZWINT;CENPK;SPDL1;SGO1;NUP37;DSN1;ANAPC11;B9D2;PPP2R5A;AHCTF1;RPS27;CENPP;NUP133;DYNLL1;RANGAP1;ANAPC7;PSMB3;ITGB3BP;PSMD14;INCENP;UBA52;MAD2L1;PSMB5;CENPH;PSMD2;NUP160;PSMA1;SMC3;PSMD10;PSMC4;PSMC3;DYNC1H1;HDAC8;CENPT;CENPQ;PSMC5;SMC1A;ESPL1;PPP2R1A;SEM1;PSMB6;CDC23;KIF2A;PSMD8;NDE1
prerank,"KEGG_2021_Human__Glycine, serine and threonine metabolism",-0.48862033925206455,-1.5545850598522089,0.017241379310344827,0.1274552239158542,1.0,26/39,27.35%,BHMT;GNMT;PHGDH;GLDC;PIPOX;SARDH;CBS;DAO;DMGDH;GCSH;GATM;SHMT1;AGXT2;PSAT1;AGXT;GCAT;CTH;AOC3;PGAM1;CBSL;ALAS1;MAOB;ALDH7A1;GRHPR;SHMT2;GLYCTK
